pmid,label,access,data_location,accession_or_link,repository_family,evidence_quote,rationale
39169965,non_open_data,reuse_only,,,,"The incidence data analysed here are the same previously published, publicly available data from Donnelly et al. [22]. ... Data accessibility: All code and data used to produce our analysis are available at [34] and [35].","This is a secondary re-analysis of pre-existing, previously published RBCT trial incidence data (originally from Donnelly et al.); although the authors post their code/data compilation at cited references [34]/[35], the underlying data were not newly generated by this study, so it counts as reuse-only rather than a deposit of newly generated open data."
40173235,false_negative,open,Zenodo,www.doi.org/10.5281/zenodo.10512175,Zenodo,The model check points as well as the reconstructed fields shown are available on Zenodo at www.doi.org/10.5281/zenodo.10512175.,"The authors deposited newly generated outputs of their study (trained model checkpoints and the reconstructed historical climate fields) in the Zenodo repository with a DOI, presented as freely available, meeting all three open-data criteria."
39036561,non_open_data,upon_request_or_restricted,,,,"The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation.","The data availability statement only offers data upon request from the authors with no repository deposit or accession number, which does not meet the open-data criteria."
38600132,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.10685211,Zenodo,The data that supports the findings described in this paper is available in Zenodo (https://doi.org/10.5281/zenodo.10685211). Raw two-photon recordings are available upon request. Source data is provided with this paper.,"The authors deposited the newly generated data supporting the paper's findings in Zenodo with a resolvable DOI, satisfying deposit, accession/link, and open access criteria, even though raw two-photon recordings themselves remain available only upon request."
39074505,false_negative,open,"Zenodo (reduced NIRSpec spectra); STScI archive (NIRCam imaging, HLSP/JADES)",10.5281/zenodo.12578542; https://archive.stsci.edu/hlsp/jades,Zenodo,The NIRCam data that support the findings of this study are publicly available at https://archive.stsci.edu/hlsp/jades . The reduced spectra that support the findings of this study are publicly available at Zenodo (10.5281/zenodo.12578542) (ref. 89 ).,"The authors deposited their newly generated, reduced NIRSpec spectra (and NIRCam imaging) in Zenodo and the STScI archive with explicit DOI/URL and state the data are publicly available, meeting all three open-data criteria, so this is a detector miss."
39997538,false_negative,open,"HTR-United catalogue (iForal-Dataset, also mirrored on GitHub)",https://htr-united.github.io/share.html?uri=49ec62a02,Institutional/domain,"The dataset used in this work can be found in the HTR-United catalogue and can be accessed at https://htr-united.github.io/share.html?uri=49ec62a02, accessed on 19 December 2024.","The authors created and deposited a newly generated annotated dataset of 67 Portuguese medieval manuscripts (layout, segmentation, and transcription metadata) in the domain-specific HTR-United catalogue with a persistent access URL, presented as openly accessible with no stated restrictions, so this is open data the detector failed to flag."
39873520,false_negative,open,"NCBI Sequence Read Archive (SRA), BioProject",PRJNA1096273,NCBI,The raw 16S rRNA gene sequencing data that support the findings of this study are available from the NCBI Sequence Read Archive (BioProject: PRJNA1096273 ).,"The authors deposited newly generated 16S rRNA raw sequencing data in NCBI SRA under a BioProject accession and present it as openly accessible, meeting all three open-data criteria, so this is a detector miss."
39312680,false_negative,open,Movebank Data Repository,,Institutional/domain,The GPS track data used in this study have been deposited in the Movebank Data Repository ( 83 92 ).,"The authors state that the GPS tracking data they generated for this study (from tags they manufactured and deployed on cranes) were deposited in Movebank, a recognized open domain repository for animal movement data, with specific dataset citations (refs 83-92), and the statement does not indicate any access restriction, so this newly generated data deposit was missed by the detector."
39595735,false_negative,open,Open Science Framework (OSF),https://doi.org/10.17605/OSF.IO/J5W8M,OSF,"Data Availability Statement See the Replication Package, which is available in the Open Science Framework at https://doi.org/10.17605/OSF.IO/J5W8M , accessed on 6 February 2024.","The authors deposited their survey replication package (newly generated study data/materials) in OSF with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
38773126,non_open_data,upon_request_or_restricted,,,,The data supporting the findings of this study are available from the corresponding authors upon request. The data generated in this study are provided in the Source Data file.,"The Data availability statement explicitly restricts the generated data to an upon-request arrangement (plus a source-data file attached to the article), with no deposit in a data repository or accession number; only analysis code (GitHub) is openly shared, which does not satisfy the open-data definition."
40229259,false_negative,open,PANGAEA,https://doi.org/10.1594/PANGAEA.966223; https://doi.org/10.1594/PANGAEA.966225; https://doi.org/10.1594/PANGAEA.966184; https://doi.org/10.1594/PANGAEA.948291; https://doi.org/10.1594/PANGAEA.958464; https://doi.org/10.1594/PANGAEA.959965; https://doi.org/10.1594/PANGAEA.959966; https://doi.org/10.1594/PANGAEA.930023-930028,Other,"The tracer data generated in this study have been deposited in the PANGAEA database (isotope samples: https://doi.org/10.1594/PANGAEA.966223, https://doi.org/10.1594/PANGAEA.966225; more extensive δ18O data sets: https://doi.org/10.1594/PANGAEA.966184, https://doi.org/10.1594/PANGAEA.948291, https://doi.org/10.1594/PANGAEA.958464).","The authors generated new geochemical provenance tracer data (Nd isotopes, REE concentrations, stable oxygen isotopes) during the MOSAiC expedition and deposited them with explicit DOIs in the openly accessible PANGAEA repository, meeting all three open-data criteria, so the detector's negative call is a miss."
39383234,false_negative,open,ICCP/IBS institutional data repository (Institute for Basic Science supercomputer center),https://doi.org/10.22741/iccp.20230001; https://doi.org/10.22741/iccp.20230002,Institutional/domain,"The CESM1.2 3 Ma transient climate simulation used in this study can be found at https://doi.org/10.22741/iccp.20230001, the 3 Ma Biome4 simulation data can be found at https://doi.org/10.22741/iccp.20230002, and the hominin dataset used in this study is provided in data S2.","The Data and materials availability statement deposits the authors' own CESM1.2 climate-model and BIOME4 biome-model simulation outputs in an institutional repository with resolvable DOIs and no stated access restriction, meeting the deposit+accession+open criteria the detector missed."
38466844,false_negative,open,Open Science Framework (OSF),https://osf.io/dmf7k/,OSF,Anonymized behavioral and ROI data have been deposited in the Open Science Framework: https://osf.io/dmf7k/ (100).,"The authors deposited their newly generated anonymized behavioral and ROI (fMRI) data in the OSF repository with a persistent URL, presented as openly accessible, meeting all three criteria for open data."
40028195,false_negative,open,NCBI/EBI/DDBJ Sequence Read Archive (raw sequence reads); Figshare (assembled contigs and annotation results),PRJDB19046; https://doi.org/10.6084/m9.figshare.c.7502001.v1,NCBI,"The raw sequence data for genome skimming are available at NCBI/EBI/DDBJ Sequence Read Archive: PRJDB19046 . ... are available at Figshare: Hirai, Junya (2024). Effects of input DNA amounts on genome skimming in marine crustacean zooplankton. figshare. Collection. https://doi.org/10.6084/m9.figshare.c.7502001.v1 .","The authors deposited their own newly generated shotgun sequencing reads in the SRA (accession PRJDB19046) and their derived assembled contigs/annotations in Figshare (DOI given), both presented as openly accessible with no access restriction, so this is a genuine open-data deposit missed by the detector."
39443556,non_open_data,upon_request_or_restricted,,,,Data will be available upon request via email to the corresponding authors Dr. Kedar Devkota on kdevkota@afu.edu.np.,"The article's data availability statement explicitly restricts data access to request-by-email rather than depositing it with an accession number in an open repository, so the detector's negative call is correct."
